;name;is_free;about_the_game;supported_languages;developers;publishers;price_overview;categories;genres;achievements;release_date;controller_support;dlc;reviews;recommendations
10;Deus Ex Machina, Game of the Year, 30th Anniversary Collector’s Edition;FALSE;"Back by popular demand, the legendary video game and first ever interactive movie, starring Jon Pertwee (Doctor Who), Ian Dury (the Godfather of Punk), and Frankie Howerd (comic genius).    Hailed as a breakthrough in the development of video games, Deus Ex Machina won Game Of The Year, and is currently the subject of movies, books, exhibitions and even university courses. This 30th Anniversary Collector’s Edition includes the entire original version, a digitally remastered soundtrack, plus a brand new DIRECTOR’S CUT with all-new graphics and Exclusive Director's Commentary.";English       languages with full audio support;Potassium Frog Limited, Automata Source;Potassium Frog Limited;;[{'id': 2, 'description': 'Single-player'}, {'id': 28, 'description': 'Full controller support'}, {'id': 14, 'description': 'Commentary available'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '23', 'description': 'Indie'}];TRUE;{'coming_soon': False, 'date': '29 Sep, 2016'};full;[521962];“Deus Ex Machina is unique, as much of a milestone in computer history as The Hobbit with its graphics, because this game has a synchronised sound track!”<br>Zzap 64! Magazine<br><br>“A unique combination of recorded music, voices and computer graphics”<br>Popular Computing Weekly<br><br>“To call this a game is an insult. It’s a stunning and profound audio-visual experience. 5-stars”<br>5 stars – Home Computing Weekly<br>;
11;Mini Z Racers Turbo;FALSE;"Engage in a fantastic mini race in unexpected places. Choose your favorite ZRacer and fight your way through 16 tracks in 4 awesome worlds. Grab ZBags and unleash power-ups on your foes! Be in the podium to earn Zcoins and improve your racer with several new equipment! Master 3 different game modes and explore levels to discover the full history of each racer.  - Deal with Meatballs!  - Scape from dirty rats!  - Slide trough wet marble!  - Fight giant AntZ!  - Much more!    FEATURES:  - Classic top down gameplay blending micromachines and mario kart!  - Intuitive Gameplay  - 16 creative tracks  - 10 awesome ZDrivers with history and individual endings  - 13 unique powerups!  - 18 items to improve your Zkart!  - 10 Trophies";English;Coolegion Studios;Strategy First;{'currency': 'PLN', 'initial': 2249, 'final': 2249, 'discount_percent': 0};[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}];TRUE;{'coming_soon': False, 'date': '6 Sep, 2016'};full;;;
12;Escape Lizards;FALSE; Over 100 Levels of Puzzle Platforming Fun   Escape Lizards  is  simple to learn, hard to master . The aim of the game is simple: Tilt the platforms to roll your lizard egg from the start point to the finishing bell at the end of the level.   However , things are never as simple as they seem! Soon you'll need to master hopping, world-flipping, and other gameplay mechanics (all fully tutorialized) over increasingly complex and tricky challenges! Ready for a new Challenge?  Using  either an XBOX controller or a keyboard , you'll guide your precious egg over ramps, slopes, twists and turns to get to hit the finishing bell across even the most trecherous of levels. As you improve, you'll progress through the worlds and be able to complete harder challenges and tougher puzzles. As well as simply manipulating gravity, you'll use a plethora of secondary abilities to complete levels, such as hopping and world rotations, all tutorialized. Each level also has hidden vulture eggs to knock-off on the way too, allowing you to unlock over 20 new skins for the lizard egg.  Whether you're looking for a new challenge or simply want a game that won't back down from turning up the heat, Escape Lizards has what you're looking for!    Over 100 challenging and unique levels   Original platformer mechanics   Automatic Steam friend integration shows you friends' times for each level   11 distinct worlds   44 Steam achievements   Over 20 unlockable egg skins   Fully configurable controls, camera modes, and graphics settings (including FPS cap and FOV).  ;English       languages with full audio support;Egodystonic Studios;Independent;{'currency': 'PLN', 'initial': 2549, 'final': 2549, 'discount_percent': 0};[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 15, 'description': 'Stats'}, {'id': 25, 'description': 'Steam Leaderboards'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}];TRUE;{'coming_soon': False, 'date': '10 Apr, 2017'};full;[622580];;
13;Beerman;FALSE;Take charge of the caped deliverer and help Boston's finest foil The Society Of The Ninth  over land, sea and air!    Beerman  the computer game is a tale of a reluctant city superhero.  Fresh back from Hollywood Beerman must face the evil Society Of The Ninth who've declared war on Boston and are intent on addicting it’s citizens to a new and horrible drug before exporting it across the rest of America.   Team up with Boston PD and save the city’s hotel’s, streets and shores from the Society as they wage war in dastardly machines intent on braking Boston! Beerman story    It all started in the 1980's when Beerman was in Hollywood. Back then there was lots  of work for Beerman as they made lots of films about superhero's but they were all frauds... think about it, if your a superhero you don't have time to make movies so all these caped charlatans were just that but they did need someone to do the flying bit in films and since crime had been cleared away in Boston after prohibition ended Beerman was out of work so why not!  So what went wrong? Well the nineties arrived and Hollywood didn't need real actors anymore or superheros and Beerman was looking at the breadline again until an urgent call from home...   The Society Of The Ninth had declared war on alcohol and based their operations in Boston!   Yep the good people of Boston were facing prohibition again! Who were they gonna call?... No not them their frauds too...  They called Boston's greatest hero...Beerman! The Society of the Ninth Cheek story    After making his fortune in Mexico selling powdered snacks Fatula came under pressure as too many organizations were getting into the powdered snack game and so to find an edge he started researching an addictive agent to make his powdered snacks better than all the others and it was found!   MRG a super addictive additive they cooked up in a lab but in a fit of celebrating Fatula had too many powdered snacks and fell into a vat of it.   Now a hopeless addict to fast food Fatula realized that Fat's Right and far from being  skinny, obesity was the key to happiness and anything that stood in the way of anyone's appetite like beer and stopped them growing more cheeks than they could sit on had to go!   How else could anyone grow the fabled ninth cheek before heart failure if they're appetite wasn't uninterrupted by alcohol!;English       languages with full audio support;Lee Davidson;Lee Davidson;{'currency': 'PLN', 'initial': 719, 'final': 719, 'discount_percent': 0};[{'id': 2, 'description': 'Single-player'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}];TRUE;{'coming_soon': False, 'date': '3 Aug, 2016'};;;;
14;Crashday Redline Edition;FALSE;"  DESCRIPTION   CRASHDAY: REDLINE EDITION  More speed. More destruction. More fun than ever before!   The most action-loaded arcade racer is back on Steam in a fully overhauled edition! Created by the original developers of the 2006 PC racing game Crashday, we proudly present the game's official re-release version: Crashday: Redline Edition!  Crashday: Redline Edition is the multiplayer arcade racer with near limitless possibilities! Race. Wreck. Shoot. Smash. Seven game modes. Battle online and offline. On roads and in arenas. Design and share your own tracks. Enjoy user-made mods, circuits and cars from Steam Workshop. Play the game the way you like. Today there are no rules.  MAIN FEATURES   Crashday: Redline Edition brings you everything that you love about Crashday, carefully enhanced in various meaningful ways:    Multiplayer Battles Play in online multiplayer, single events or in the career game. Now including full Steam integration, with Steam-based lobbies, avatar images, voice chat and more.     Seven Game Modes Enjoy a variety of play styles such as Wrecking Match, Stunt Show or Race, as well as unique Crashday classics like Hold The Flag, Pass The Bomb or Bomb Run. Compete solo or in teams.     Track Editor Build and share your own crazy circuits using the integrated track editor. Choose from over 150 building blocks, including insane ramps, wicked corkscrews, off-road terrains and a lot more.     Modding Customize the hell out of the game! Download and play mods, cars, tracks and more from the newly integrated Steam Workshop, or create your own using the Crashday SDK. New: modded gameplay is now fully online-play compatible!    SECONDARY FEATURES   But there's more. Here's what else you get with Crashday: Redline Edition!    Refreshed graphics New lighting, reworked textures and a brushed-up HUD &amp; UI.     Gameplay tweaks Enhanced controls, improved gamepad support and fine-tuned balancing in multiple areas of the game.     36 tracks Including 10 new tracks specifically added for Redline Edition.     12 vehicles Get behind the wheel of urban street rides, heavy off-roaders and high-speed sports cars. Vrooom!     Weapons Blast your enemies into pieces with missiles and mini-gun firepower.     Damage model Real-time deformation. Just because it's so much fun to destroy things! :)     Pick-ups All-new in Redline Edition! Grab ammo refill, instant-repair and more right from the tracks. The perfect enhancement for online battles.     Tuning Upgrade your rides with various tuning kits and parts. Now including full customization for multiplayer car setups.     Action replays View the most spectacular scenes over and over.     Online play Race against up to 8 friends in online matches, both VS-style or in teams.     Single event Set up matches just the way you want and race against AI.     Career game Rise to fame as a driver in the Crashday underground league and unlock cars and tuning parts as you progress.     Mini games Still not enough? Accept these six highscore challenges.     Bugfixes en masse We have crushed more than 100 bugs (oops!) from the original game.     Original soundtrack Last but not least: all of the classic music tracks from Crashday, including the unforgettable Pencilcase, Lowbuz, Peter Struck and more!    GAME MODES      Wrecking Match The classic arena deathmatch: destroy or be destroyed! Any more questions?     Stunt Mode Amaze the audience by performing stunts, jumps and roll-over with your car. The freakier your show, the more points you get.     Race Be the first to cross the finish line. With or without weaponry distraction.     Hold The Flag Grab an awkwardly large smiley (why not a flag?) from your enemies and take it through the checkpoints to score and win.     Pass The Bomb A bomb on your car is armed, and the timer is running. Now quick! Pass on the bomb to your “friends” before it blows up.     Bomb Run Never drive slower than a certain speed, or a bomb in your car blows up! The evil deal: every time you pass a checkpoint, the minimum speed increases!     Test Drive Roam freely around your tracks without any limitations.    THE STORY OF CRASHDAY   Starting as a hobby project of two 14-year-olds in 1998, Robert Clemens and Jan Bodenstein developed a vision for their game of dreams: Crashday – a game that would combine elements of their back-then favourites Carmageddon (1996) and Stunts (1990). In a time long before indie games became a normal thing, the duo taught themselves about programming and creating game art to make their vision come true. Developer Moonbyte Studios was born.  Fast-forward eight years, the PC racing game actually hit the shelves in early 2006 – completed with the help of development partner Replay Studios, and distributed by then-publisher Atari. Long overdue and far more complex than in the developers' wildest dreams, the game saw a positive reception amongst players worldwide. Crashday quickly built up a community of passionate online players, track builders, and enthusiastic modders. Last but not least due to extensive modding capabilities, the game had eventually survived far longer than anyone had expected.  2017. Already past its tenth anniversary and driven by tremendous support from a few still-active Crashday players and fans, Moonbyte decided to bring their “baby” back to Steam. Nowadays, in a fully digital landscape, the way community-driven online games are played and shared has changed – perfect conditions for a game like Crashday, and surely the ideal opportunity to pay tribute to the fans by making use of new technology and distribution channels while staying true to its roots. This is Crashday: Redline Edition.";English   , Italian   , German   , Russian       languages with full audio support;Moonbyte;2tainment GmbH;{'currency': 'PLN', 'initial': 4399, 'final': 4399, 'discount_percent': 0};[{'id': 2, 'description': 'Single-player'}, {'id': 1, 'description': 'Multi-player'}, {'id': 49, 'description': 'PvP'}, {'id': 36, 'description': 'Online PvP'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 30, 'description': 'Steam Workshop'}, {'id': 18, 'description': 'Partial Controller Support'}, {'id': 17, 'description': 'Includes level editor'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '1', 'description': 'Action'}, {'id': '9', 'description': 'Racing'}];TRUE;{'coming_soon': False, 'date': '10 Aug, 2017'};;;;{'total': 1512}
15;Handsome Mr. Frog;FALSE;  A Game by @CowboyColor    Handsome Mr. Frog , whose hat was jacked by a bunch of no good, less attractive normies, sets out on a new-school arcade adventure through four worlds in order to get his steez back.           Lick enemies, hold them in your mouth, and spit them at their ugly friends.      Battle through 4 Extremely good looking worlds, and over 35 levels!      Collect 64 stylish outfits to prove your handsomeness.      Compete for the handsome-est score on the Steam Leaderboard!      Steam trading cards.      Controller support.       Very handsome original chiptune soundtrack by @zbwmusic  Stay handsome!    ;English;Cowboy Color;Cowboy Color;{'currency': 'PLN', 'initial': 359, 'final': 359, 'discount_percent': 0};[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 25, 'description': 'Steam Leaderboards'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}];TRUE;{'coming_soon': False, 'date': '8 Aug, 2016'};full;[511930];;{'total': 199}
16;Super VR Trainer;FALSE;"Unleash your power shooting your opponents with your bow, deflecting blaster shots with your laser swords, surviving an infested hospital, being the king of basket or surfing with your hoverboard. Welcome to  Super VR Trainer ! Super VR Trainer  With  Super VR Trainer  you'll enjoy 6 games carefully crafted with love for VR   Hospital Zombie Shooter  An abandoned hospital. Your only company are your flashlight and your trusty gun. Well, your only company aside zombies, crawling heads, ogres, zombie dogs and the terrifying lizardman!   Light Blade Assault  Use your light blades and defend yourself from shooting soldiers, mechanic spiders, robotic ninjas and killer drones! Feeling overwhelmed? Activate your powers to slow down time!   Skeleton's Cave: Bow &amp; Arrow  The cartoon-looking bow &amp; arrow game where you'll have to defeat spear-throwing enemies. You'll have to physically dodge those spears while attack with your own bow.        Super Basketball  Show your skills! A simple but fun arcade basketball game. Running out of time? Try to earn some extra seconds scoring on the basket on your back!   Hover board  Speed up time or slow it down while surfing with your own music! How long can you survive traveling these futuristic landscapes?    Torus Puzzle  Evil emperor Glurg got you trapped on an asteroid and has slaved you to into completing lines on this reimagined classic * .        Download it now and start your training today!    *  OK, there's no emperor, slavery or history for this one. It's just a puzzle game!";English;Jorge Moreno Aguilera, David Erosa;David Erosa García;{'currency': 'PLN', 'initial': 2299, 'final': 2299, 'discount_percent': 0};[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 52, 'description': 'Tracked Controller Support'}, {'id': 54, 'description': 'VR Only'}, {'id': 15, 'description': 'Stats'}, {'id': 25, 'description': 'Steam Leaderboards'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}];TRUE;{'coming_soon': False, 'date': '13 Mar, 2017'};;;"“Simple, yet effective games. I didn't expect much from it, but truth be told, just for the &quot;zombies&quot; one it worth the bought.”<br />
danmarqui<br />
<br />
“Updates for this game are AWESOME. Great game the lightsaber mini game is easily one of the first experiences I show others who are trying the Vive for the first time.”<br />
Such Wow<br />
<br />
“This is my most played VR game”<br />
crxdriver69<br />
";
17;Spikit;FALSE;"Spikit is a bullet hell game developed by a single developer, Igor Petrović. With a soundtrack composed by Dario Malešević. In this game, the player will have to dodge a constant barrage of spikes coming from the side of the screen. Not only will the player have to evade the spikes currently on the screen, but they will also need to keep an eye out on the next wave of spikes and position themselves accordingly.     The longer the player manages to stay alive, the higher their end-score will be, with difficulty gradually increasing as time passes. As the game progresses, there will also be the chance of a box appearing. Boxes are the 'currency' of the game - collecting enough of them allows the purchase of new skins and themes, both mostly aesthetical features.";English;Blastoid Entertainment;Back To Basics Gaming;{'currency': 'PLN', 'initial': 449, 'final': 224, 'discount_percent': 50};[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 25, 'description': 'Steam Leaderboards'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}];TRUE;{'coming_soon': False, 'date': '9 Aug, 2016'};;;;{'total': 204}
18;RC-AirSim - RC Model Airplane Flight Simulator;FALSE;" Learn to fly r/c model airplanes with this realistic flight simulator!    RC-AirSim has been used successfully by many r/c pilots to learn how to fly a model airplane. RC-AirSim has more realistic flight dynamics and ground handling than most of the much more expensive r/c flight sims. RC-AirSim was one of the first big hits on Xbox Live Indie Games (XBLIG), where it held the #1 ranking position for many weeks. Features     9 model airplanes to fly including: F-15 Fighter Jet, WWI Biplane, Glider, Electric Parkflyer, Aerobatic Planes, and a Trainer.     Realistic r/c model airplane flight aerodynamics based on NASA flight simulation technology.     Fly with Mouse, Keyboard, or Game or USB Controller.     Powerful controller remapping and calibration feature so almost any controller is compatible.    Awesome crashes! Planes break apart in a realistic physics-based manner.     Accurate landings and ground handling.     3 view options - R/C, Following (Chase cam), and Onboard camera (FPV).     4 channel controls - aileron, elevator, rudder, throttle.     Optional on-screen Transmitter Sticks.     3 control modes: Mode 2 (default), Mode 1, and 3 Channel. Customizable.    Field objects to avoid and fly behind.     Doppler-correct sound.     Get flying quickly! No slow, tedious menus or multiple load screens.   RC-AirSim is a R/C Model Airplane Flight Simulator that excels where it matters most: realistic flight dynamics and aerodynamics!   Tired of &quot;simulators&quot; that feel unrealistic and fly like an arcade game? Try RC-AirSim! Experienced R/C pilots say that RC-AirSim feels and flies like an actual r/c model airplane! R/C pilots, don't let your skills get rusty when you are away from the flying field: practice with RC-AirSim. New to the hobby of r/c model airplanes? Learn on RC-AirSim first and make the maiden flight of your first r/c plane a successful one. R/C Aircraft     F-15 Regal Eagle   Large gas powered ducted fan military jet. 4 Channel control.      WWI Flying Ace   Electric scale biplane based on the historic World War I Fokker D.VII. Moving control surfaces and spinning prop. Comes with two paint schemes: Red/White or Blue/Green Lozenge. 4 Channel control.      Back 40 Trainer   Classic 4 channel high-wing trainer with plenty of dihedral for beginners. Powered by a .40 size gas engine.      Slowmowatt   Electric park flyer. Flies very slow so there is plenty of time to react. Easiest to fly! Perfect for beginners using the 3 Channel control scheme. 4 channel control available.      Double Helix   Low wing electric sport plane. A great choice for beginning aerobatics. 4 Channel control.      Madster EDF   Small sport scale electric ducted fan military jet. 4 Channel control.      Super Dee   Large high wing tail-dragger aerobatic sport plane. Gas powered. Great for low inverted passes! 4 Channel control.      Emerald Glider   Classic 2-meter wingspan glider. 4 Channels - use the 'throttle' channel to adjust your drag. For rudder/elevator controls only (no ailerons), fly using 3 Channel control scheme.";English       languages with full audio support;Fabricated Reality Software;Fabricated Reality Software;{'currency': 'PLN', 'initial': 2549, 'final': 2549, 'discount_percent': 0};[{'id': 2, 'description': 'Single-player'}, {'id': 28, 'description': 'Full controller support'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}];TRUE;{'coming_soon': False, 'date': '27 Feb, 2017'};full;;;
19;HVR;TRUE;Break free from your room and take combat to the skies! HVR is a VR experiment inspired by Marvel’s Iron Man designed to push the boundaries of VR locomotion by providing a way for players to experience free flight and 360-degree aerial combat without a cockpit.  HVR puts you inside of an armored suit and straps jetpacks to your hands that let you fly, dodge, and shoot in all directions! Live your dreams of being a superhero and take on a horde of enemy fighter jets that won’t give up without a fight.  If you liked this or have feedback, please direct them to the HVR Demo Community Discussion page:   I'd love to make this a full game if there's enough interest and support from the community!  Special thanks to Jabili, Austin, Jared, Zach, Sean, Rohan, and Ramya for providing feedback and helping test.;English       languages with full audio support;Andre Le;Andre Le;;[{'id': 2, 'description': 'Single-player'}, {'id': 52, 'description': 'Tracked Controller Support'}, {'id': 54, 'description': 'VR Only'}];[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}];TRUE;{'coming_soon': True, 'date': 'Coming soon'};;;;
20;Gebub's Adventure;FALSE;Gebub finds himself in a large peaceful world, filled with colorful orbs and many creatures who need his help. Explore your way through over 12 unique environments, collect hidden items and use them to help other creatures, who will in turn aid you in uncovering more of Gebub's mysterious world. Game Length Experienced players could finish the game in about 1 hour, but a full exploration of the game world will take 2 hours or more.;English;John Wallie;John Wallie;{'currency': 'PLN', 'initial': 1799, 'final': 1799, 'discount_percent': 0};[{'id': 2, 'description': 'Single-player'}, {'id': 22, 'description': 'Steam Achievements'}, {'id': 28, 'description': 'Full controller support'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '25', 'description': 'Adventure'}];TRUE;{'coming_soon': False, 'date': '16 Aug, 2016'};full;;;
21;VRNinja;FALSE;" Breathe, Focus… But Don’t Forget To Duck!  Enter the world of VRNinja, a fast-paced virtual reality game that challenges you to dodge and duck your way past flurries of flying weapons. With three scenic Japanese environments to experience and two challenging modes of play, VRNinja will put your reflexes to the test as you train to become the ultimate ninja master. Which Weapon Will Be Your Undoing?  Each weapon in the ninja’s arsenal serves a different purpose, whether it is to trick you into letting your guard down or to overwhelm you with bombastic force. You’ll need to keep your wits about you and your body moving to outlast the ninja’s deadly onslaught. Simple Controls, Yet Difficult To Master.  Playing VRNinja is as simple as plugging in your VR headset, booting up the game, and dodging your way to victory. No extra controllers or peripherals required. About   VRNinja is a fast-paced virtual reality game that challenges players to dodge their way past flurries of deadly weapons as they train to become the ultimate ninja master. Set in the scenic landscapes and locales of Japan, VRNinja transports players into a fully immersive virtual world where quick reflexes and razor-sharp focus are paramount to survival.    Feeling competitive? Invite your friends and family over to compete against you in VRNinja’s challenging Arcade Mode! Will you outlast your rivals? Or will you fall flat in your attempt to perform a sick Matrix-inspired backbend? VRNinja is a perfect party game for all-ages. Go ahead and try not to crack a smile as you watch your friends contort, crouch, and cringe their way past waves of invisible projectiles.    Powered by Unreal Engine 4, VRNinja makes full use of the latest in VR technology, integrating 3D positional audio and head-tracking to craft a gameplay experience welcoming to newcomers and experienced VR gamers alike.  Features     Pick Up And Play Controls:  There are few movements as natural to humans as the instinct to dodge when something is flying at your face. VRNinja makes the most of this by only requiring a VR headset to play; no additional peripherals or controllers required!    Two Modes of Play:  In Campaign Mode, you will be pitted against increasingly difficult waves of projectiles as you advance through the game’s three unique environments. Complete each area to unlock it in the tremendously challenging and endless Arcade Mode!    Three Beautiful Japanese-Inspired Levels:  Explore the peaceful Dojo, the steamy Hot Springs, and the spooky Nighttime levels! Each new area you discover introduces a new distraction that will test your observational skills and focus.    Four Ninjutsu Weapons To Avoid:  Quickly identify the patterns of incoming projectiles to survive! Each weapon has its own trajectory, whether it’s the straight-flying Kunai, the swirling and twirling Rockets, or the curving Shuriken. On top of the basic projectiles, you’ll also have to contend with the deadly Kunai Bombs. When their timer hits zero, they’ll explode and shower you with Kunai!    Super Slow-Mo Ramen Power:  Feeling overwhelmed? Take a break and slow down time by catching a flying bowl of ramen! This power-up is only temporary though -- make sure you’re ready once the knives start flying!   Notes   VRNinja  is compatible with the Oculus Rift DK2 as well as the CV1.";English;OutOfBounds Software Solutions Inc;OutOfBounds Software Solutions Inc;;[{'id': 2, 'description': 'Single-player'}, {'id': 54, 'description': 'VR Only'}, {'id': 29, 'description': 'Steam Trading Cards'}, {'id': 23, 'description': 'Steam Cloud'}, {'id': 25, 'description': 'Steam Leaderboards'}, {'id': 62, 'description': 'Family Sharing'}];[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}];TRUE;{'coming_soon': False, 'date': '14 Sep, 2016'};;;“Watching other people bend, twist, and perform all sorts of Matrix-inspired moves is hilarious and great.”<br>The VR Shop<br><br>“A nice arcade game for the HTC Vive and the Oculus Rift.”<br>70% – VR-Nerds<br>;
